phase,year,all_corn,plant_date,plant_day,plot,plot_num,plot_dir,rotation,corn,crop,variety,yield_bush,yield_ton,damage,treated,treatment,notes,,measured_yield
2,1915,FALSE,NA,NA,4ND,4,NE,2,TRUE,C,NA,49,NA,NA,FALSE,none,NA,1471.35632,3634.25011
2,1915,FALSE,NA,NA,4SA,4,SW,2,TRUE,C,NA,80.8,NA,NA,TRUE,MLrP,NA,2426.236544,5992.804264
2,1915,FALSE,NA,NA,4SB,4,SW,2,TRUE,C,NA,80.8,NA,NA,TRUE,MLrP,NA,2426.236544,5992.804264
2,1915,FALSE,NA,NA,4SC,4,SE,2,TRUE,C,NA,81.6,NA,NA,TRUE,MLbP,NA,2450.258688,6052.138959
2,1915,FALSE,NA,NA,4SD,4,SE,2,TRUE,C,NA,81.6,NA,NA,TRUE,MLbP,NA,2450.258688,6052.138959
2,1915,FALSE,NA,NA,5NA,5,NW,3,FALSE,H,NA,NA,1.12,NA,FALSE,none,soybean hay,#VALUE!,#VALUE!
2,1915,FALSE,NA,NA,5NB,5,NW,3,FALSE,H,NA,NA,1.12,NA,FALSE,none,soybean hay,#VALUE!,#VALUE!
2,1915,FALSE,NA,NA,5NC,5,NE,3,FALSE,H,NA,NA,1.12,NA,FALSE,none,soybean hay,#VALUE!,#VALUE!
2,1915,FALSE,NA,NA,5ND,5,NE,3,FALSE,H,NA,NA,1.12,NA,FALSE,none,soybean hay,#VALUE!,#VALUE!
2,1915,FALSE,NA,NA,5SA,5,SW,3,FALSE,H,NA,NA,1.18,NA,TRUE,MLrP,soybean hay,#VALUE!,#VALUE!
2,1915,FALSE,NA,NA,5SB,5,SW,3,FALSE,H,NA,NA,1.18,NA,TRUE,MLrP,soybean hay,#VALUE!,#VALUE!
2,1915,FALSE,NA,NA,5SC,5,SE,3,FALSE,H,NA,NA,1.12,NA,TRUE,MLbP,soybean hay,#VALUE!,#VALUE!
2,1915,FALSE,NA,NA,5SD,5,SE,3,FALSE,H,NA,NA,1.12,NA,TRUE,MLbP,soybean hay,#VALUE!,#VALUE!
2,1916,FALSE,NA,NA,3NA,3,NW,1,TRUE,CC,NA,11.2,NA,NA,FALSE,none,NA,336.310016,830.6857395
2,1916,FALSE,NA,NA,3NB,3,NW,1,TRUE,CC,NA,11.2,NA,NA,FALSE,none,NA,336.310016,830.6857395
2,1916,FALSE,NA,NA,3NC,3,NE,1,TRUE,CC,NA,11.2,NA,NA,FALSE,none,NA,336.310016,830.6857395
2,1916,FALSE,NA,NA,3ND,3,NE,1,TRUE,CC,NA,11.2,NA,NA,FALSE,none,NA,336.310016,830.6857395
2,1916,FALSE,NA,NA,3SA,3,SW,1,TRUE,CC,NA,9.6,NA,NA,TRUE,MLrP,NA,288.265728,712.0163482
2,1916,FALSE,NA,NA,3SB,3,SW,1,TRUE,CC,NA,9.6,NA,NA,TRUE,MLrP,NA,288.265728,712.0163482
2,1916,FALSE,NA,NA,3SC,3,SE,1,TRUE,CC,NA,12,NA,NA,TRUE,MLbP,NA,360.33216,890.0204352
2,1916,FALSE,NA,NA,3SD,3,SE,1,TRUE,CC,NA,12,NA,NA,TRUE,MLbP,NA,360.33216,890.0204352
2,1916,FALSE,NA,NA,4NA,4,NW,2,FALSE,O,NA,37.5,NA,NA,FALSE,none,NA,1126.038,2781.31386
2,1916,FALSE,NA,NA,4NB,4,NW,2,FALSE,O,NA,37.5,NA,NA,FALSE,none,NA,1126.038,2781.31386
2,1916,FALSE,NA,NA,4NC,4,NE,2,FALSE,O,NA,37.5,NA,NA,FALSE,none,NA,1126.038,2781.31386
2,1916,FALSE,NA,NA,4ND,4,NE,2,FALSE,O,NA,37.5,NA,NA,FALSE,none,NA,1126.038,2781.31386
2,1916,FALSE,NA,NA,4SA,4,SW,2,FALSE,O,NA,62.5,NA,NA,TRUE,MLrP,NA,1876.73,4635.5231
2,1916,FALSE,NA,NA,4SB,4,SW,2,FALSE,O,NA,62.5,NA,NA,TRUE,MLrP,NA,1876.73,4635.5231
2,1916,FALSE,NA,NA,4SC,4,SE,2,FALSE,O,NA,66.9,NA,NA,TRUE,MLbP,NA,2008.851792,4961.863926
2,1916,FALSE,NA,NA,4SD,4,SE,2,FALSE,O,NA,66.9,NA,NA,TRUE,MLbP,NA,2008.851792,4961.863926
2,1916,FALSE,NA,NA,5NA,5,NW,3,TRUE,C,NA,27.8,NA,NA,FALSE,none,NA,834.769504,2061.880675
2,1916,FALSE,NA,NA,5NB,5,NW,3,TRUE,C,NA,27.8,NA,NA,FALSE,none,NA,834.769504,2061.880675
2,1916,FALSE,NA,NA,5NC,5,NE,3,TRUE,C,NA,27.8,NA,NA,FALSE,none,NA,834.769504,2061.880675
2,1916,FALSE,NA,NA,5ND,5,NE,3,TRUE,C,NA,27.8,NA,NA,FALSE,none,NA,834.769504,2061.880675
2,1916,FALSE,NA,NA,5SA,5,SW,3,TRUE,C,NA,37.6,NA,NA,TRUE,MLrP,NA,1129.040768,2788.730697
2,1916,FALSE,NA,NA,5SB,5,SW,3,TRUE,C,NA,37.6,NA,NA,TRUE,MLrP,NA,1129.040768,2788.730697
2,1916,FALSE,NA,NA,5SC,5,SE,3,TRUE,C,NA,43.6,NA,NA,TRUE,MLbP,NA,1309.206848,3233.740915
2,1916,FALSE,NA,NA,5SD,5,SE,3,TRUE,C,NA,43.6,NA,NA,TRUE,MLbP,NA,1309.206848,3233.740915
2,1917,FALSE,NA,NA,3NA,3,NW,1,TRUE,CC,NA,40,NA,NA,FALSE,none,NA,1201.1072,2966.734784
2,1917,FALSE,NA,NA,3NB,3,NW,1,TRUE,CC,NA,40,NA,NA,FALSE,none,NA,1201.1072,2966.734784
2,1917,FALSE,NA,NA,3NC,3,NE,1,TRUE,CC,NA,40,NA,NA,FALSE,none,NA,1201.1072,2966.734784
2,1917,FALSE,NA,NA,3ND,3,NE,1,TRUE,CC,NA,40,NA,NA,FALSE,none,NA,1201.1072,2966.734784
2,1917,FALSE,NA,NA,3SA,3,SW,1,TRUE,CC,NA,60.4,NA,NA,TRUE,MLrP,NA,1813.671872,4479.769524
2,1917,FALSE,NA,NA,3SB,3,SW,1,TRUE,CC,NA,60.4,NA,NA,TRUE,MLrP,NA,1813.671872,4479.769524
2,1917,FALSE,NA,NA,3SC,3,SE,1,TRUE,CC,NA,73.6,NA,NA,TRUE,MLbP,NA,2210.037248,5458.792003
2,1917,FALSE,NA,NA,3SD,3,SE,1,TRUE,CC,NA,73.6,NA,NA,TRUE,MLbP,NA,2210.037248,5458.792003
2,1917,FALSE,NA,NA,4NA,4,NW,2,TRUE,C,NA,48.4,NA,NA,FALSE,none,NA,1453.339712,3589.749089
2,1917,FALSE,NA,NA,4NB,4,NW,2,TRUE,C,NA,48.4,NA,NA,FALSE,none,NA,1453.339712,3589.749089
2,1917,FALSE,NA,NA,4NC,4,NE,2,TRUE,C,NA,48.4,NA,NA,FALSE,none,NA,1453.339712,3589.749089
2,1917,FALSE,NA,NA,4ND,4,NE,2,TRUE,C,NA,48.4,NA,NA,FALSE,none,NA,1453.339712,3589.749089
2,1917,FALSE,NA,NA,4SA,4,SW,2,TRUE,C,NA,77.6,NA,NA,TRUE,MLrP,NA,2330.147968,5755.465481
2,1917,FALSE,NA,NA,4SB,4,SW,2,TRUE,C,NA,77.6,NA,NA,TRUE,MLrP,NA,2330.147968,5755.465481
2,1917,FALSE,NA,NA,4SC,4,SE,2,TRUE,C,NA,85.2,NA,NA,TRUE,MLbP,NA,2558.358336,6319.14509
2,1917,FALSE,NA,NA,4SD,4,SE,2,TRUE,C,NA,85.2,NA,NA,TRUE,MLbP,NA,2558.358336,6319.14509
2,1917,FALSE,NA,NA,5NA,5,NW,3,FALSE,O,NA,68.4,NA,NA,FALSE,none,NA,2053.893312,5073.116481
2,1917,FALSE,NA,NA,5NB,5,NW,3,FALSE,O,NA,68.4,NA,NA,FALSE,none,NA,2053.893312,5073.116481
2,1917,FALSE,NA,NA,5NC,5,NE,3,FALSE,O,NA,68.4,NA,NA,FALSE,none,NA,2053.893312,5073.116481
2,1917,FALSE,NA,NA,5ND,5,NE,3,FALSE,O,NA,68.4,NA,NA,FALSE,none,NA,2053.893312,5073.116481
2,1917,FALSE,NA,NA,5SA,5,SW,3,FALSE,O,NA,82.5,NA,NA,TRUE,MLrP,NA,2477.2836,6118.890492
2,1917,FALSE,NA,NA,5SB,5,SW,3,FALSE,O,NA,82.5,NA,NA,TRUE,MLrP,NA,2477.2836,6118.890492
2,1917,FALSE,NA,NA,5SC,5,SE,3,FALSE,O,NA,91.2,NA,NA,TRUE,MLbP,NA,2738.524416,6764.155308
2,1917,FALSE,NA,NA,5SD,5,SE,3,FALSE,O,NA,91.2,NA,NA,TRUE,MLbP,NA,2738.524416,6764.155308
2,1918,FALSE,NA,NA,3NA,3,NW,1,TRUE,CC,NA,13.6,NA,NA,FALSE,none,NA,408.376448,1008.689827
2,1918,FALSE,NA,NA,3NB,3,NW,1,TRUE,CC,NA,13.6,NA,NA,FALSE,none,NA,408.376448,1008.689827
2,1918,FALSE,NA,NA,3NC,3,NE,1,TRUE,CC,NA,13.6,NA,NA,FALSE,none,NA,408.376448,1008.689827
2,1918,FALSE,NA,NA,3ND,3,NE,1,TRUE,CC,NA,13.6,NA,NA,FALSE,none,NA,408.376448,1008.689827
2,1918,FALSE,NA,NA,3SA,3,SW,1,TRUE,CC,NA,29.6,NA,NA,TRUE,MLrP,NA,888.819328,2195.38374
2,1918,FALSE,NA,NA,3SB,3,SW,1,TRUE,CC,NA,29.6,NA,NA,TRUE,MLrP,NA,888.819328,2195.38374
2,1918,FALSE,NA,NA,3SC,3,SE,1,TRUE,CC,NA,35.6,NA,NA,TRUE,MLbP,NA,1068.985408,2640.393958
2,1918,FALSE,NA,NA,3SD,3,SE,1,TRUE,CC,NA,35.6,NA,NA,TRUE,MLbP,NA,1068.985408,2640.393958
2,1918,FALSE,NA,NA,4NA,4,NW,2,FALSE,O,NA,27.2,NA,NA,FALSE,none,NA,816.752896,2017.379653
2,1918,FALSE,NA,NA,4NB,4,NW,2,FALSE,O,NA,27.2,NA,NA,FALSE,none,NA,816.752896,2017.379653
2,1918,FALSE,NA,NA,4NC,4,NE,2,FALSE,O,NA,27.2,NA,NA,FALSE,none,NA,816.752896,2017.379653
2,1918,FALSE,NA,NA,4ND,4,NE,2,FALSE,O,NA,27.2,NA,NA,FALSE,none,NA,816.752896,2017.379653
2,1918,FALSE,NA,NA,4SA,4,SW,2,FALSE,O,NA,53.1,NA,NA,TRUE,MLrP,NA,1594.469808,3938.340426
2,1918,FALSE,NA,NA,4SB,4,SW,2,FALSE,O,NA,53.1,NA,NA,TRUE,MLrP,NA,1594.469808,3938.340426
2,1918,FALSE,NA,NA,4SC,4,SE,2,FALSE,O,NA,65.6,NA,NA,TRUE,MLbP,NA,1969.815808,4865.445046
2,1918,FALSE,NA,NA,4SD,4,SE,2,FALSE,O,NA,65.6,NA,NA,TRUE,MLbP,NA,1969.815808,4865.445046
2,1918,FALSE,NA,NA,5NA,5,NW,3,FALSE,H,NA,NA,2.58,NA,FALSE,none,NA,#VALUE!,#VALUE!
2,1918,FALSE,NA,NA,5NB,5,NW,3,FALSE,H,NA,NA,2.58,NA,FALSE,none,NA,#VALUE!,#VALUE!
2,1918,FALSE,NA,NA,5NC,5,NE,3,FALSE,H,NA,NA,2.58,NA,FALSE,none,NA,#VALUE!,#VALUE!
2,1918,FALSE,NA,NA,5ND,5,NE,3,FALSE,H,NA,NA,2.58,NA,FALSE,none,NA,#VALUE!,#VALUE!
2,1918,FALSE,NA,NA,5SA,5,SW,3,FALSE,H,NA,NA,4.05,NA,TRUE,MLrP,NA,#VALUE!,#VALUE!
2,1918,FALSE,NA,NA,5SB,5,SW,3,FALSE,H,NA,NA,4.05,NA,TRUE,MLrP,NA,#VALUE!,#VALUE!
2,1918,FALSE,NA,NA,5SC,5,SE,3,FALSE,H,NA,NA,4.04,NA,TRUE,MLbP,NA,#VALUE!,#VALUE!
2,1918,FALSE,NA,NA,5SD,5,SE,3,FALSE,H,NA,NA,4.04,NA,TRUE,MLbP,NA,#VALUE!,#VALUE!
2,1919,TRUE,NA,NA,3NA,3,NW,1,TRUE,CC,NA,24,NA,NA,FALSE,none,NA,720.66432,1780.04087
2,1919,TRUE,NA,NA,3NB,3,NW,1,TRUE,CC,NA,24,NA,NA,FALSE,none,NA,720.66432,1780.04087
2,1919,TRUE,NA,NA,3NC,3,NE,1,TRUE,CC,NA,24,NA,NA,FALSE,none,NA,720.66432,1780.04087
2,1919,TRUE,NA,NA,3ND,3,NE,1,TRUE,CC,NA,24,NA,NA,FALSE,none,NA,720.66432,1780.04087
2,1919,TRUE,NA,NA,3SA,3,SW,1,TRUE,CC,NA,41.2,NA,NA,TRUE,MLrP,NA,1237.140416,3055.736828
2,1919,TRUE,NA,NA,3SB,3,SW,1,TRUE,CC,NA,41.2,NA,NA,TRUE,MLrP,NA,1237.140416,3055.736828
2,1919,TRUE,NA,NA,3SC,3,SE,1,TRUE,CC,NA,45.6,NA,NA,TRUE,MLbP,NA,1369.262208,3382.077654
2,1919,TRUE,NA,NA,3SD,3,SE,1,TRUE,CC,NA,45.6,NA,NA,TRUE,MLbP,NA,1369.262208,3382.077654
2,1919,TRUE,NA,NA,4NA,4,NW,2,TRUE,C,NA,30.8,NA,NA,FALSE,none,NA,924.852544,2284.385784
2,1919,TRUE,NA,NA,4NB,4,NW,2,TRUE,C,NA,30.8,NA,NA,FALSE,none,NA,924.852544,2284.385784
2,1919,TRUE,NA,NA,4NC,4,NE,2,TRUE,C,NA,30.8,NA,NA,FALSE,none,NA,924.852544,2284.385784
2,1919,TRUE,NA,NA,4ND,4,NE,2,TRUE,C,NA,30.8,NA,NA,FALSE,none,NA,924.852544,2284.385784
2,1919,TRUE,NA,NA,4SA,4,SW,2,TRUE,C,NA,65.6,NA,NA,TRUE,MLrP,NA,1969.815808,4865.445046
2,1919,TRUE,NA,NA,4SB,4,SW,2,TRUE,C,NA,65.6,NA,NA,TRUE,MLrP,NA,1969.815808,4865.445046
2,1919,TRUE,NA,NA,4SC,4,SE,2,TRUE,C,NA,66.8,NA,NA,TRUE,MLbP,NA,2005.849024,4954.447089
2,1919,TRUE,NA,NA,4SD,4,SE,2,TRUE,C,NA,66.8,NA,NA,TRUE,MLbP,NA,2005.849024,4954.447089
2,1919,TRUE,NA,NA,5NA,5,NW,3,TRUE,C,NA,52.2,NA,NA,FALSE,none,NA,1567.444896,3871.588893
2,1919,TRUE,NA,NA,5NB,5,NW,3,TRUE,C,NA,52.2,NA,NA,FALSE,none,NA,1567.444896,3871.588893
2,1919,TRUE,NA,NA,5NC,5,NE,3,TRUE,C,NA,52.2,NA,NA,FALSE,none,NA,1567.444896,3871.588893
2,1919,TRUE,NA,NA,5ND,5,NE,3,TRUE,C,NA,52.2,NA,NA,FALSE,none,NA,1567.444896,3871.588893
2,1919,TRUE,NA,NA,5SA,5,SW,3,TRUE,C,NA,69.2,NA,NA,TRUE,MLrP,NA,2077.915456,5132.451176
2,1919,TRUE,NA,NA,5SB,5,SW,3,TRUE,C,NA,69.2,NA,NA,TRUE,MLrP,NA,2077.915456,5132.451176
2,1919,TRUE,NA,NA,5SC,5,SE,3,TRUE,C,NA,72.4,NA,NA,TRUE,MLbP,NA,2174.004032,5369.789959
2,1919,TRUE,NA,NA,5SD,5,SE,3,TRUE,C,NA,72.4,NA,NA,TRUE,MLbP,NA,2174.004032,5369.789959
2,1920,FALSE,NA,NA,3NA,3,NW,1,TRUE,CC,NA,28.2,NA,NA,FALSE,none,NA,846.780576,2091.548023
2,1920,FALSE,NA,NA,3NB,3,NW,1,TRUE,CC,NA,28.2,NA,NA,FALSE,none,NA,846.780576,2091.548023
2,1920,FALSE,NA,NA,3NC,3,NE,1,TRUE,CC,NA,28.2,NA,NA,FALSE,none,NA,846.780576,2091.548023
2,1920,FALSE,NA,NA,3ND,3,NE,1,TRUE,CC,NA,28.2,NA,NA,FALSE,none,NA,846.780576,2091.548023
2,1920,FALSE,NA,NA,3SA,3,SW,1,TRUE,CC,NA,52,NA,NA,TRUE,MLrP,NA,1561.43936,3856.755219
2,1920,FALSE,NA,NA,3SB,3,SW,1,TRUE,CC,NA,52,NA,NA,TRUE,MLrP,NA,1561.43936,3856.755219
2,1920,FALSE,NA,NA,3SC,3,SE,1,TRUE,CC,NA,56.8,NA,NA,TRUE,MLbP,NA,1705.572224,4212.763393
2,1920,FALSE,NA,NA,3SD,3,SE,1,TRUE,CC,NA,56.8,NA,NA,TRUE,MLbP,NA,1705.572224,4212.763393
2,1920,FALSE,NA,NA,4NA,4,NW,2,FALSE,O,NA,37.1,NA,NA,FALSE,none,NA,1114.026928,2751.646512
2,1920,FALSE,NA,NA,4NB,4,NW,2,FALSE,O,NA,37.1,NA,NA,FALSE,none,NA,1114.026928,2751.646512
2,1920,FALSE,NA,NA,4NC,4,NE,2,FALSE,O,NA,37.1,NA,NA,FALSE,none,NA,1114.026928,2751.646512
2,1920,FALSE,NA,NA,4ND,4,NE,2,FALSE,O,NA,37.1,NA,NA,FALSE,none,NA,1114.026928,2751.646512
2,1920,FALSE,NA,NA,4SA,4,SW,2,FALSE,O,NA,48.1,NA,NA,TRUE,MLrP,NA,1444.331408,3567.498578
2,1920,FALSE,NA,NA,4SB,4,SW,2,FALSE,O,NA,48.1,NA,NA,TRUE,MLrP,NA,1444.331408,3567.498578
2,1920,FALSE,NA,NA,4SC,4,SE,2,FALSE,O,NA,55,NA,NA,TRUE,MLbP,NA,1651.5224,4079.260328
2,1920,FALSE,NA,NA,4SD,4,SE,2,FALSE,O,NA,55,NA,NA,TRUE,MLbP,NA,1651.5224,4079.260328
2,1920,FALSE,NA,NA,5NA,5,NW,3,FALSE,O,NA,52.2,NA,NA,FALSE,none,NA,1567.444896,3871.588893
2,1920,FALSE,NA,NA,5NB,5,NW,3,FALSE,O,NA,52.2,NA,NA,FALSE,none,NA,1567.444896,3871.588893
2,1920,FALSE,NA,NA,5NC,5,NE,3,FALSE,O,NA,52.2,NA,NA,FALSE,none,NA,1567.444896,3871.588893
2,1920,FALSE,NA,NA,5ND,5,NE,3,FALSE,O,NA,52.2,NA,NA,FALSE,none,NA,1567.444896,3871.588893
2,1920,FALSE,NA,NA,5SA,5,SW,3,FALSE,O,NA,73.8,NA,NA,TRUE,MLrP,NA,2216.042784,5473.625676
2,1920,FALSE,NA,NA,5SB,5,SW,3,FALSE,O,NA,73.8,NA,NA,TRUE,MLrP,NA,2216.042784,5473.625676
2,1920,FALSE,NA,NA,5SC,5,SE,3,FALSE,O,NA,65.6,NA,NA,TRUE,MLbP,NA,1969.815808,4865.445046
2,1920,FALSE,NA,NA,5SD,5,SE,3,FALSE,O,NA,65.6,NA,NA,TRUE,MLbP,NA,1969.815808,4865.445046
2,1921,FALSE,NA,NA,3NA,3,NW,1,TRUE,CC,NA,19.8,NA,NA,FALSE,none,NA,594.548064,1468.533718
2,1921,FALSE,NA,NA,3NB,3,NW,1,TRUE,CC,NA,19.8,NA,NA,FALSE,none,NA,594.548064,1468.533718
2,1921,FALSE,NA,NA,3NC,3,NE,1,TRUE,CC,NA,19.8,NA,NA,FALSE,none,NA,594.548064,1468.533718
2,1921,FALSE,NA,NA,3ND,3,NE,1,TRUE,CC,NA,19.8,NA,NA,FALSE,none,NA,594.548064,1468.533718
2,1921,FALSE,NA,NA,3SA,3,SW,1,TRUE,CC,NA,38.4,NA,NA,TRUE,MLrP,NA,1153.062912,2848.065393
2,1921,FALSE,NA,NA,3SB,3,SW,1,TRUE,CC,NA,38.4,NA,NA,TRUE,MLrP,NA,1153.062912,2848.065393
2,1921,FALSE,NA,NA,3SC,3,SE,1,TRUE,CC,NA,46,NA,NA,TRUE,MLbP,NA,1381.27328,3411.745002
2,1921,FALSE,NA,NA,3SD,3,SE,1,TRUE,CC,NA,46,NA,NA,TRUE,MLbP,NA,1381.27328,3411.745002
2,1921,FALSE,NA,NA,4NA,4,NW,2,TRUE,C,NA,30.6,NA,NA,FALSE,none,NA,918.847008,2269.55211
2,1921,FALSE,NA,NA,4NB,4,NW,2,TRUE,C,NA,30.6,NA,NA,FALSE,none,NA,918.847008,2269.55211
2,1921,FALSE,NA,NA,4NC,4,NE,2,TRUE,C,NA,30.6,NA,NA,FALSE,none,NA,918.847008,2269.55211
2,1921,FALSE,NA,NA,4ND,4,NE,2,TRUE,C,NA,30.6,NA,NA,FALSE,none,NA,918.847008,2269.55211
2,1921,FALSE,NA,NA,4SA,4,SW,2,TRUE,C,NA,68,NA,NA,TRUE,MLrP,NA,2041.88224,5043.449133
2,1921,FALSE,NA,NA,4SB,4,SW,2,TRUE,C,NA,68,NA,NA,TRUE,MLrP,NA,2041.88224,5043.449133
2,1921,FALSE,NA,NA,4SC,4,SE,2,TRUE,C,NA,68.8,NA,NA,TRUE,MLbP,NA,2065.904384,5102.783828
2,1921,FALSE,NA,NA,4SD,4,SE,2,TRUE,C,NA,68.8,NA,NA,TRUE,MLbP,NA,2065.904384,5102.783828
2,1921,FALSE,NA,NA,5NA,5,NW,3,FALSE,H,NA,NA,0.26,NA,FALSE,none,NA,#VALUE!,#VALUE!
2,1921,FALSE,NA,NA,5NB,5,NW,3,FALSE,H,NA,NA,0.26,NA,FALSE,none,NA,#VALUE!,#VALUE!
2,1921,FALSE,NA,NA,5NC,5,NE,3,FALSE,H,NA,NA,0.26,NA,FALSE,none,NA,#VALUE!,#VALUE!
2,1921,FALSE,NA,NA,5ND,5,NE,3,FALSE,H,NA,NA,0.26,NA,FALSE,none,NA,#VALUE!,#VALUE!
2,1921,FALSE,NA,NA,5SA,5,SW,3,FALSE,H,NA,NA,1.47,NA,TRUE,MLrP,NA,#VALUE!,#VALUE!
2,1921,FALSE,NA,NA,5SB,5,SW,3,FALSE,H,NA,NA,1.47,NA,TRUE,MLrP,NA,#VALUE!,#VALUE!
2,1921,FALSE,NA,NA,5SC,5,SE,3,FALSE,H,NA,NA,1.18,NA,TRUE,MLbP,NA,#VALUE!,#VALUE!
2,1921,FALSE,NA,NA,5SD,5,SE,3,FALSE,H,NA,NA,1.18,NA,TRUE,MLbP,NA,#VALUE!,#VALUE!
2,1922,FALSE,NA,NA,3NA,3,NW,1,TRUE,CC,NA,24.6,NA,NA,FALSE,none,NA,738.680928,1824.541892
2,1922,FALSE,NA,NA,3NB,3,NW,1,TRUE,CC,NA,24.6,NA,NA,FALSE,none,NA,738.680928,1824.541892
2,1922,FALSE,NA,NA,3NC,3,NE,1,TRUE,CC,NA,24.6,NA,NA,FALSE,none,NA,738.680928,1824.541892
2,1922,FALSE,NA,NA,3ND,3,NE,1,TRUE,CC,NA,24.6,NA,NA,FALSE,none,NA,738.680928,1824.541892
2,1922,FALSE,NA,NA,3SA,3,SW,1,TRUE,CC,NA,38.5,NA,NA,TRUE,MLrP,NA,1156.06568,2855.48223
2,1922,FALSE,NA,NA,3SB,3,SW,1,TRUE,CC,NA,38.5,NA,NA,TRUE,MLrP,NA,1156.06568,2855.48223
2,1922,FALSE,NA,NA,3SC,3,SE,1,TRUE,CC,NA,39.2,NA,NA,TRUE,MLbP,NA,1177.085056,2907.400088
2,1922,FALSE,NA,NA,3SD,3,SE,1,TRUE,CC,NA,39.2,NA,NA,TRUE,MLbP,NA,1177.085056,2907.400088
2,1922,FALSE,NA,NA,4NA,4,NW,2,FALSE,O,NA,39.4,NA,NA,FALSE,none,NA,1183.090592,2922.233762
2,1922,FALSE,NA,NA,4NB,4,NW,2,FALSE,O,NA,39.4,NA,NA,FALSE,none,NA,1183.090592,2922.233762
2,1922,FALSE,NA,NA,4NC,4,NE,2,FALSE,O,NA,39.4,NA,NA,FALSE,none,NA,1183.090592,2922.233762
2,1922,FALSE,NA,NA,4ND,4,NE,2,FALSE,O,NA,39.4,NA,NA,FALSE,none,NA,1183.090592,2922.233762
2,1922,FALSE,NA,NA,4SA,4,SW,2,FALSE,O,NA,56.3,NA,NA,TRUE,MLrP,NA,1690.558384,4175.679208
2,1922,FALSE,NA,NA,4SB,4,SW,2,FALSE,O,NA,56.3,NA,NA,TRUE,MLrP,NA,1690.558384,4175.679208
2,1922,FALSE,NA,NA,4SC,4,SE,2,FALSE,O,NA,55,NA,NA,TRUE,MLbP,NA,1651.5224,4079.260328
2,1922,FALSE,NA,NA,4SD,4,SE,2,FALSE,O,NA,55,NA,NA,TRUE,MLbP,NA,1651.5224,4079.260328
2,1922,FALSE,NA,NA,5NA,5,NW,3,TRUE,C,NA,49.1,NA,NA,FALSE,none,NA,1474.359088,3641.666947
2,1922,FALSE,NA,NA,5NB,5,NW,3,TRUE,C,NA,49.1,NA,NA,FALSE,none,NA,1474.359088,3641.666947
2,1922,FALSE,NA,NA,5NC,5,NE,3,TRUE,C,NA,49.1,NA,NA,FALSE,none,NA,1474.359088,3641.666947
2,1922,FALSE,NA,NA,5ND,5,NE,3,TRUE,C,NA,49.1,NA,NA,FALSE,none,NA,1474.359088,3641.666947
2,1922,FALSE,NA,NA,5SA,5,SW,3,TRUE,C,NA,67.3,NA,NA,TRUE,MLrP,NA,2020.862864,4991.531274
2,1922,FALSE,NA,NA,5SB,5,SW,3,TRUE,C,NA,67.3,NA,NA,TRUE,MLrP,NA,2020.862864,4991.531274
2,1922,FALSE,NA,NA,5SC,5,SE,3,TRUE,C,NA,73.2,NA,NA,TRUE,MLbP,NA,2198.026176,5429.124655
2,1922,FALSE,NA,NA,5SD,5,SE,3,TRUE,C,NA,73.2,NA,NA,TRUE,MLbP,NA,2198.026176,5429.124655
2,1923,FALSE,NA,NA,3NA,3,NW,1,TRUE,CC,NA,15,NA,NA,FALSE,none,NA,450.4152,1112.525544
2,1923,FALSE,NA,NA,3NB,3,NW,1,TRUE,CC,NA,15,NA,NA,FALSE,none,NA,450.4152,1112.525544
2,1923,FALSE,NA,NA,3NC,3,NE,1,TRUE,CC,NA,15,NA,NA,FALSE,none,NA,450.4152,1112.525544
2,1923,FALSE,NA,NA,3ND,3,NE,1,TRUE,CC,NA,15,NA,NA,FALSE,none,NA,450.4152,1112.525544
2,1923,FALSE,NA,NA,3SA,3,SW,1,TRUE,CC,NA,32,NA,NA,TRUE,MLrP,NA,960.88576,2373.387827
2,1923,FALSE,NA,NA,3SB,3,SW,1,TRUE,CC,NA,32,NA,NA,TRUE,MLrP,NA,960.88576,2373.387827
2,1923,FALSE,NA,NA,3SC,3,SE,1,TRUE,CC,NA,30.8,NA,NA,TRUE,MLbP,NA,924.852544,2284.385784
2,1923,FALSE,NA,NA,3SD,3,SE,1,TRUE,CC,NA,30.8,NA,NA,TRUE,MLbP,NA,924.852544,2284.385784
2,1923,FALSE,NA,NA,4NA,4,NW,2,TRUE,C,NA,17.2,NA,NA,FALSE,none,NA,516.476096,1275.695957
2,1923,FALSE,NA,NA,4NB,4,NW,2,TRUE,C,NA,17.2,NA,NA,FALSE,none,NA,516.476096,1275.695957
2,1923,FALSE,NA,NA,4NC,4,NE,2,TRUE,C,NA,17.2,NA,NA,FALSE,none,NA,516.476096,1275.695957
2,1923,FALSE,NA,NA,4ND,4,NE,2,TRUE,C,NA,17.2,NA,NA,FALSE,none,NA,516.476096,1275.695957
2,1923,FALSE,NA,NA,4SA,4,SW,2,TRUE,C,NA,50.4,NA,NA,TRUE,MLrP,NA,1513.395072,3738.085828
2,1923,FALSE,NA,NA,4SB,4,SW,2,TRUE,C,NA,50.4,NA,NA,TRUE,MLrP,NA,1513.395072,3738.085828
2,1923,FALSE,NA,NA,4SC,4,SE,2,TRUE,C,NA,42.4,NA,NA,TRUE,MLbP,NA,1273.173632,3144.738871
2,1923,FALSE,NA,NA,4SD,4,SE,2,TRUE,C,NA,42.4,NA,NA,TRUE,MLbP,NA,1273.173632,3144.738871
