phase,year,all_corn,plant_date,plant_day,plot,plot_num,plot_dir,rotation,corn,crop,variety,yield_bush,yield_ton,damage,treated,treatment,notes,,measured_yield
3,1956,FALSE,20537,82,4NC,4,NE,2,FALSE,O,Clinton II,36.9,NA,NA,FALSE,none,NA,1108.021392,2736.812838
3,1956,FALSE,20537,82,4ND,4,NE,2,FALSE,O,Clinton II,NA,NA,NA,FALSE,none,NA,#VALUE!,#VALUE!
3,1956,FALSE,20537,82,4SA,4,SW,2,FALSE,O,Clinton II,86.5,NA,NA,TRUE,MLrP,NA,2597.39432,6415.56397
3,1956,FALSE,20537,82,4SB,4,SW,2,FALSE,O,Clinton II,83.8,NA,NA,TRUE,MLrPNsPK,NA,2516.319584,6215.309372
3,1956,FALSE,20537,82,4SC,4,SE,2,FALSE,O,Clinton II,85.1,NA,NA,TRUE,MLbP,NA,2555.355568,6311.728253
3,1956,FALSE,20537,82,4SD,4,SE,2,FALSE,O,Clinton II,NA,NA,NA,TRUE,MLbP,NA,#VALUE!,#VALUE!
3,1956,FALSE,20537,82,5NA,5,NW,3,FALSE,O,Clinton II,53.8,NA,NA,FALSE,none,NA,1615.489184,3990.258284
3,1956,FALSE,20537,82,5NB,5,NW,3,FALSE,O,Clinton II,82.3,NA,NA,TRUE,0LNsPK,NA,2471.278064,6104.056818
3,1956,FALSE,20537,82,5NC,5,NE,3,FALSE,O,Clinton II,56.1,NA,NA,FALSE,none,NA,1684.552848,4160.845535
3,1956,FALSE,20537,82,5ND,5,NE,3,FALSE,O,Clinton II,NA,NA,NA,FALSE,none,NA,#VALUE!,#VALUE!
3,1956,FALSE,20537,82,5SA,5,SW,3,FALSE,O,Clinton II,70,NA,NA,TRUE,MLrP,NA,2101.9376,5191.785872
3,1956,FALSE,20537,82,5SB,5,SW,3,FALSE,O,Clinton II,70.6,NA,NA,TRUE,MLrPNsPK,NA,2119.954208,5236.286894
3,1956,FALSE,20537,82,5SC,5,SE,3,FALSE,O,Clinton II,79.7,NA,NA,TRUE,MLbP,NA,2393.206096,5911.219057
3,1956,FALSE,20537,82,5SD,5,SE,3,FALSE,O,Clinton II,NA,NA,NA,TRUE,MLbP,NA,#VALUE!,#VALUE!
3,1957,FALSE,20974,154,3NA,3,NW,1,TRUE,CC,Illinois 1570,36.5,NA,NA,FALSE,none,NA,1096.01032,2707.14549
3,1957,FALSE,20974,154,3NB,3,NW,1,TRUE,CC,Illinois 1570,105.7,NA,NA,TRUE,0LNsPK,NA,3173.925776,7839.596667
3,1957,FALSE,20974,154,3NC,3,NE,1,TRUE,CC,Illinois 1570,46.3,NA,NA,FALSE,none,NA,1390.281584,3433.995512
3,1957,FALSE,20974,154,3ND,3,NE,1,TRUE,CC,Illinois 1570,44.5,NA,NA,FALSE,none,NA,1336.23176,3300.492447
3,1957,FALSE,20974,154,3SA,3,SW,1,TRUE,CC,Illinois 1570,67.3,NA,NA,TRUE,MLrP,NA,2020.862864,4991.531274
3,1957,FALSE,20974,154,3SB,3,SW,1,TRUE,CC,Illinois 1570,121.1,NA,NA,TRUE,MLrPNsPK,NA,3636.352048,8981.789559
3,1957,FALSE,20974,154,3SC,3,SE,1,TRUE,CC,Illinois 1570,91.2,NA,NA,TRUE,MLbP,NA,2738.524416,6764.155308
3,1957,FALSE,20974,154,3SD,3,SE,1,TRUE,CC,Illinois 1570,85.5,NA,NA,TRUE,MLbP,NA,2567.36664,6341.395601
3,1957,FALSE,20974,154,4NA,4,NW,2,TRUE,C,Illinois 1570,48.1,NA,NA,FALSE,none,NA,1444.331408,3567.498578
3,1957,FALSE,20974,154,4NB,4,NW,2,TRUE,C,Illinois 1570,125,NA,NA,TRUE,0LNsPK,NA,3753.46,9271.0462
3,1957,FALSE,20974,154,4NC,4,NE,2,TRUE,C,Illinois 1570,47.7,NA,NA,FALSE,none,NA,1432.320336,3537.83123
3,1957,FALSE,20974,154,4ND,4,NE,2,TRUE,C,Illinois 1570,50.4,NA,NA,FALSE,none,NA,1513.395072,3738.085828
3,1957,FALSE,20974,154,4SA,4,SW,2,TRUE,C,Illinois 1570,119.6,NA,NA,TRUE,MLrP,NA,3591.310528,8870.537004
3,1957,FALSE,20974,154,4SB,4,SW,2,TRUE,C,Illinois 1570,126.2,NA,NA,TRUE,MLrPNsPK,NA,3789.493216,9360.048244
3,1957,FALSE,20974,154,4SC,4,SE,2,TRUE,C,Illinois 1570,132.9,NA,NA,TRUE,MLbP,NA,3990.678672,9856.97632
3,1957,FALSE,20974,154,4SD,4,SE,2,TRUE,C,Illinois 1570,114,NA,NA,TRUE,MLbP,NA,3423.15552,8455.194134
3,1957,FALSE,NA,NA,5NA,5,NW,3,FALSE,A,Ranger,0.73,NA,NA,FALSE,none,NA,21.9202064,54.14290981
3,1957,FALSE,NA,NA,5NB,5,NW,3,FALSE,A,Ranger,NA,NA,NA,TRUE,0LNsPK,NA,#VALUE!,#VALUE!
3,1957,FALSE,NA,NA,5NC,5,NE,3,FALSE,A,Ranger,0.08,NA,NA,FALSE,none,NA,2.4022144,5.933469568
3,1957,FALSE,NA,NA,5ND,5,NE,3,FALSE,A,Ranger,NA,NA,NA,FALSE,none,NA,#VALUE!,#VALUE!
3,1957,FALSE,NA,NA,5SA,5,SW,3,FALSE,A,Ranger,4.4,NA,NA,TRUE,MLrP,NA,132.121792,326.3408262
3,1957,FALSE,NA,NA,5SB,5,SW,3,FALSE,A,Ranger,4.33,NA,NA,TRUE,MLrPNsPK,NA,130.0198544,321.1490404
3,1957,FALSE,NA,NA,5SC,5,SE,3,FALSE,A,Ranger,4.19,NA,NA,TRUE,MLbP,NA,125.8159792,310.7654686
3,1957,FALSE,NA,NA,5SD,5,SE,3,FALSE,A,Ranger,NA,NA,NA,TRUE,MLbP,NA,#VALUE!,#VALUE!
3,1958,FALSE,21319,134,3NA,3,NW,1,TRUE,CC,Illinois 1570,27.3,NA,NA,FALSE,none,NA,819.755664,2024.79649
3,1958,FALSE,21319,134,3NB,3,NW,1,TRUE,CC,Illinois 1570,129.9,NA,NA,TRUE,0LNsPK,NA,3900.595632,9634.471211
3,1958,FALSE,21319,134,3NC,3,NE,1,TRUE,CC,Illinois 1570,36.9,NA,NA,FALSE,none,NA,1108.021392,2736.812838
3,1958,FALSE,21319,134,3ND,3,NE,1,TRUE,CC,Illinois 1570,33.4,NA,NA,FALSE,none,NA,1002.924512,2477.223545
3,1958,FALSE,21319,134,3SA,3,SW,1,TRUE,CC,Illinois 1570,66.6,NA,NA,TRUE,MLrP,NA,1999.843488,4939.613415
3,1958,FALSE,21319,134,3SB,3,SW,1,TRUE,CC,Illinois 1570,138.9,NA,NA,TRUE,MLrPNsPK,NA,4170.844752,10301.98654
3,1958,FALSE,21319,134,3SC,3,SE,1,TRUE,CC,Illinois 1570,84.5,NA,NA,TRUE,MLbP,NA,2537.33896,6267.227231
3,1958,FALSE,21319,134,3SD,3,SE,1,TRUE,CC,Illinois 1570,71.9,NA,NA,TRUE,MLbP,NA,2158.990192,5332.705774
3,1958,FALSE,21275,90,4NA,4,NW,2,FALSE,O,Newton,43,NA,NA,FALSE,none,NA,1291.19024,3189.239893
3,1958,FALSE,21275,90,4NB,4,NW,2,FALSE,O,Newton,94.5,NA,NA,TRUE,0LNsPK,NA,2837.61576,7008.910927
3,1958,FALSE,21275,90,4NC,4,NE,2,FALSE,O,Newton,42.6,NA,NA,FALSE,none,NA,1279.179168,3159.572545
3,1958,FALSE,21275,90,4ND,4,NE,2,FALSE,O,Newton,NA,NA,NA,FALSE,none,NA,#VALUE!,#VALUE!
3,1958,FALSE,21275,90,4SA,4,SW,2,FALSE,O,Newton,96.9,NA,NA,TRUE,MLrP,NA,2909.682192,7186.915014
3,1958,FALSE,21275,90,4SB,4,SW,2,FALSE,O,Newton,100.6,NA,NA,TRUE,MLrPNsPK,NA,3020.784608,7461.337982
3,1958,FALSE,21275,90,4SC,4,SE,2,FALSE,O,Newton,94.1,NA,NA,TRUE,MLbP,NA,2825.604688,6979.243579
3,1958,FALSE,21275,90,4SD,4,SE,2,FALSE,O,Newton,NA,NA,NA,TRUE,MLbP,NA,#VALUE!,#VALUE!
3,1958,FALSE,21319,134,5NA,5,NW,3,TRUE,C,Illinois 1570,62.4,NA,NA,FALSE,none,NA,1873.727232,4628.106263
3,1958,FALSE,21319,134,5NB,5,NW,3,TRUE,C,Illinois 1570,146.4,NA,NA,TRUE,0LNsPK,NA,4396.052352,10858.24931
3,1958,FALSE,21319,134,5NC,5,NE,3,TRUE,C,Illinois 1570,62.3,NA,NA,FALSE,none,NA,1870.724464,4620.689426
3,1958,FALSE,21319,134,5ND,5,NE,3,TRUE,C,Illinois 1570,64.7,NA,NA,FALSE,none,NA,1942.790896,4798.693513
3,1958,FALSE,21319,134,5SA,5,SW,3,TRUE,C,Illinois 1570,129.2,NA,NA,TRUE,MLrP,NA,3879.576256,9582.553352
3,1958,FALSE,21319,134,5SB,5,SW,3,TRUE,C,Illinois 1570,143.6,NA,NA,TRUE,MLrPNsPK,NA,4311.974848,10650.57787
3,1958,FALSE,21319,134,5SC,5,SE,3,TRUE,C,Illinois 1570,140.1,NA,NA,TRUE,MLbP,NA,4206.877968,10390.98858
3,1958,FALSE,21319,134,5SD,5,SE,3,TRUE,C,Illinois 1570,128.5,NA,NA,TRUE,MLbP,NA,3858.55688,9530.635494
3,1959,FALSE,21700,149,3NA,3,NW,1,TRUE,CC,Illinois 1570,29.4,NA,NA,FALSE,none,NA,882.813792,2180.550066
3,1959,FALSE,21700,149,3NB,3,NW,1,TRUE,CC,Illinois 1570,55.9,NA,NA,TRUE,0LNsPK,NA,1678.547312,4146.011861
3,1959,FALSE,21700,149,3NC,3,NE,1,TRUE,CC,Illinois 1570,19.7,NA,NA,FALSE,none,NA,591.545296,1461.116881
3,1959,FALSE,21700,149,3ND,3,NE,1,TRUE,CC,Illinois 1570,28.4,NA,NA,FALSE,none,NA,852.786112,2106.381697
3,1959,FALSE,21700,149,3SA,3,SW,1,TRUE,CC,Illinois 1570,69.7,NA,NA,TRUE,MLrP,NA,2092.929296,5169.535361
3,1959,FALSE,21700,149,3SB,3,SW,1,TRUE,CC,Illinois 1570,95,NA,NA,TRUE,MLrPNsPK,NA,2852.6296,7045.995112
3,1959,FALSE,21700,149,3SC,3,SE,1,TRUE,CC,Illinois 1570,82.6,NA,NA,TRUE,MLbP,NA,2480.286368,6126.307329
3,1959,FALSE,21700,149,3SD,3,SE,1,TRUE,CC,Illinois 1570,81.2,NA,NA,TRUE,MLbP,NA,2438.247616,6022.471612
3,1959,FALSE,21700,149,4NA,4,NW,2,TRUE,C,Illinois 1570,48.1,NA,NA,FALSE,none,NA,1444.331408,3567.498578
3,1959,FALSE,21700,149,4NB,4,NW,2,TRUE,C,Illinois 1570,90.9,NA,NA,TRUE,0LNsPK,NA,2729.516112,6741.904797
3,1959,FALSE,21700,149,4NC,4,NE,2,TRUE,C,Illinois 1570,39.5,NA,NA,FALSE,none,NA,1186.09336,2929.650599
3,1959,FALSE,21700,149,4ND,4,NE,2,TRUE,C,Illinois 1570,47,NA,NA,FALSE,none,NA,1411.30096,3485.913371
3,1959,FALSE,21700,149,4SA,4,SW,2,TRUE,C,Illinois 1570,85.7,NA,NA,TRUE,MLrP,NA,2573.372176,6356.229275
3,1959,FALSE,21700,149,4SB,4,SW,2,TRUE,C,Illinois 1570,86.3,NA,NA,TRUE,MLrPNsPK,NA,2591.388784,6400.730296
3,1959,FALSE,21700,149,4SC,4,SE,2,TRUE,C,Illinois 1570,95.4,NA,NA,TRUE,MLbP,NA,2864.640672,7075.66246
3,1959,FALSE,21700,149,4SD,4,SE,2,TRUE,C,Illinois 1570,82.5,NA,NA,TRUE,MLbP,NA,2477.2836,6118.890492
3,1959,FALSE,21633,83,5NA,5,NW,3,FALSE,O,Newton,24,NA,NA,FALSE,none,NA,720.66432,1780.04087
3,1959,FALSE,21633,83,5NB,5,NW,3,FALSE,O,Newton,80,NA,NA,TRUE,0LNsPK,NA,2402.2144,5933.469568
3,1959,FALSE,21633,83,5NC,5,NE,3,FALSE,O,Newton,28.8,NA,NA,FALSE,none,NA,864.797184,2136.049044
3,1959,FALSE,21633,83,5ND,5,NE,3,FALSE,O,Newton,NA,NA,NA,FALSE,none,NA,#VALUE!,#VALUE!
3,1959,FALSE,21633,83,5SA,5,SW,3,FALSE,O,Newton,89.5,NA,NA,TRUE,MLrP,NA,2687.47736,6638.069079
3,1959,FALSE,21633,83,5SB,5,SW,3,FALSE,O,Newton,73.1,NA,NA,TRUE,MLrPNsPK,NA,2195.023408,5421.707818
3,1959,FALSE,21633,83,5SC,5,SE,3,FALSE,O,Newton,93.9,NA,NA,TRUE,MLbP,NA,2819.599152,6964.409905
3,1959,FALSE,21633,83,5SD,5,SE,3,FALSE,O,Newton,NA,NA,NA,TRUE,MLbP,NA,#VALUE!,#VALUE!
3,1960,FALSE,22066,149,3NA,3,NW,1,TRUE,CC,Illinois 1570,45.6,NA,NA,FALSE,none,NA,1369.262208,3382.077654
3,1960,FALSE,22066,149,3NB,3,NW,1,TRUE,CC,Illinois 1570,96.4,NA,NA,TRUE,0LNsPK,NA,2894.668352,7149.830829
3,1960,FALSE,22066,149,3NC,3,NE,1,TRUE,CC,Illinois 1570,48.5,NA,NA,FALSE,none,NA,1456.34248,3597.165926
3,1960,FALSE,22066,149,3ND,3,NE,1,TRUE,CC,Illinois 1570,55.1,NA,NA,FALSE,none,NA,1654.525168,4086.677165
3,1960,FALSE,22066,149,3SA,3,SW,1,TRUE,CC,Illinois 1570,74.3,NA,NA,TRUE,MLrP,NA,2231.056624,5510.709861
3,1960,FALSE,22066,149,3SB,3,SW,1,TRUE,CC,Illinois 1570,119.1,NA,NA,TRUE,MLrPNsPK,NA,3576.296688,8833.452819
3,1960,FALSE,22066,149,3SC,3,SE,1,TRUE,CC,Illinois 1570,80.9,NA,NA,TRUE,MLbP,NA,2429.239312,6000.221101
3,1960,FALSE,22066,149,3SD,3,SE,1,TRUE,CC,Illinois 1570,83.9,NA,NA,TRUE,MLbP,NA,2519.322352,6222.726209
3,1960,FALSE,22013,97,4NA,4,NW,2,FALSE,O,Newton,26.9,NA,NA,FALSE,none,NA,807.744592,1995.129142
3,1960,FALSE,22013,97,4NB,4,NW,2,FALSE,O,Newton,38.2,NA,NA,TRUE,0LNsPK,NA,1147.057376,2833.231719
3,1960,FALSE,22013,97,4NC,4,NE,2,FALSE,O,Newton,24.7,NA,NA,FALSE,none,NA,741.683696,1831.958729
3,1960,FALSE,22013,97,4ND,4,NE,2,FALSE,O,Newton,NA,NA,NA,FALSE,none,NA,#VALUE!,#VALUE!
3,1960,FALSE,22013,97,4SA,4,SW,2,FALSE,O,Newton,35.6,NA,NA,TRUE,MLrP,NA,1068.985408,2640.393958
3,1960,FALSE,22013,97,4SB,4,SW,2,FALSE,O,Newton,40.6,NA,NA,TRUE,MLrPNsPK,NA,1219.123808,3011.235806
3,1960,FALSE,22013,97,4SC,4,SE,2,FALSE,O,Newton,37.6,NA,NA,TRUE,MLbP,NA,1129.040768,2788.730697
3,1960,FALSE,22013,97,4SD,4,SE,2,FALSE,O,Newton,NA,NA,NA,TRUE,MLbP,NA,#VALUE!,#VALUE!
3,1960,FALSE,NA,NA,5NA,5,NW,3,FALSE,A,Buffalo,1.11,NA,NA,FALSE,none,NA,33.3307248,82.32689026
3,1960,FALSE,NA,NA,5NB,5,NW,3,FALSE,A,Buffalo,NA,NA,NA,TRUE,0LNsPK,NA,#VALUE!,#VALUE!
3,1960,FALSE,NA,NA,5NC,5,NE,3,FALSE,A,Buffalo,1.05,NA,NA,FALSE,none,NA,31.529064,77.87678808
3,1960,FALSE,NA,NA,5ND,5,NE,3,FALSE,A,Buffalo,NA,NA,NA,FALSE,none,NA,#VALUE!,#VALUE!
3,1960,FALSE,NA,NA,5SA,5,SW,3,FALSE,A,Buffalo,4.17,NA,NA,TRUE,MLrP,NA,125.2154256,309.2821012
3,1960,FALSE,NA,NA,5SB,5,SW,3,FALSE,A,Buffalo,3.78,NA,NA,TRUE,MLrPNsPK,NA,113.5046304,280.3564371
3,1960,FALSE,NA,NA,5SC,5,SE,3,FALSE,A,Buffalo,3.8,NA,NA,TRUE,MLbP,NA,114.105184,281.8398045
3,1960,FALSE,NA,NA,5SD,5,SE,3,FALSE,A,Buffalo,NA,NA,NA,TRUE,MLbP,NA,#VALUE!,#VALUE!
3,1961,TRUE,22417,136,3NA,3,NW,1,TRUE,CC,Illinois 1570,37.8,NA,NA,FALSE,none,NA,1135.046304,2803.564371
3,1961,TRUE,22417,136,3NB,3,NW,1,TRUE,CC,Illinois 1570,104,NA,NA,TRUE,0LNsPK,NA,3122.87872,7713.510438
3,1961,TRUE,22417,136,3NC,3,NE,1,TRUE,CC,Illinois 1570,48,NA,NA,FALSE,none,NA,1441.32864,3560.081741
3,1961,TRUE,22417,136,3ND,3,NE,1,TRUE,CC,Illinois 1570,52.8,NA,NA,FALSE,none,NA,1585.461504,3916.089915
3,1961,TRUE,22417,136,3SA,3,SW,1,TRUE,CC,Illinois 1570,68.6,NA,NA,TRUE,MLrP,NA,2059.898848,5087.950155
3,1961,TRUE,22417,136,3SB,3,SW,1,TRUE,CC,Illinois 1570,117.2,NA,NA,TRUE,MLrPNsPK,NA,3519.244096,8692.532917
3,1961,TRUE,22417,136,3SC,3,SE,1,TRUE,CC,Illinois 1570,78.1,NA,NA,TRUE,MLbP,NA,2345.161808,5792.549666
3,1961,TRUE,22417,136,3SD,3,SE,1,TRUE,CC,Illinois 1570,78.5,NA,NA,TRUE,MLbP,NA,2357.17288,5822.217014
3,1961,TRUE,22417,136,4NA,4,NW,2,TRUE,C,Illinois 1570,51.6,NA,NA,FALSE,none,NA,1549.428288,3827.087871
3,1961,TRUE,22417,136,4NB,4,NW,2,TRUE,C,Illinois 1570,114.4,NA,NA,TRUE,0LNsPK,NA,3435.166592,8484.861482
3,1961,TRUE,22417,136,4NC,4,NE,2,TRUE,C,Illinois 1570,46.7,NA,NA,FALSE,none,NA,1402.292656,3463.66286
3,1961,TRUE,22417,136,4ND,4,NE,2,TRUE,C,Illinois 1570,50.9,NA,NA,FALSE,none,NA,1528.408912,3775.170013
3,1961,TRUE,22417,136,4SA,4,SW,2,TRUE,C,Illinois 1570,109,NA,NA,TRUE,MLrP,NA,3273.01712,8084.352286
3,1961,TRUE,22417,136,4SB,4,SW,2,TRUE,C,Illinois 1570,124,NA,NA,TRUE,MLrPNsPK,NA,3723.43232,9196.87783
3,1961,TRUE,22417,136,4SC,4,SE,2,TRUE,C,Illinois 1570,125,NA,NA,TRUE,MLbP,NA,3753.46,9271.0462
3,1961,TRUE,22417,136,4SD,4,SE,2,TRUE,C,Illinois 1570,107.5,NA,NA,TRUE,MLbP,NA,3227.9756,7973.099732
3,1961,TRUE,22417,136,5NA,5,NW,3,TRUE,C,Illinois 1570,66.7,NA,NA,FALSE,none,NA,2002.846256,4947.030252
3,1961,TRUE,22417,136,5NB,5,NW,3,TRUE,C,Illinois 1570,126.4,NA,NA,TRUE,0LNsPK,NA,3795.498752,9374.881917
3,1961,TRUE,22417,136,5NC,5,NE,3,TRUE,C,Illinois 1570,67.6,NA,NA,FALSE,none,NA,2029.871168,5013.781785
3,1961,TRUE,22417,136,5ND,5,NE,3,TRUE,C,Illinois 1570,83.8,NA,NA,FALSE,none,NA,2516.319584,6215.309372
3,1961,TRUE,22417,136,5SA,5,SW,3,TRUE,C,Illinois 1570,113.1,NA,NA,TRUE,MLrP,NA,3396.130608,8388.442602
3,1961,TRUE,22417,136,5SB,5,SW,3,TRUE,C,Illinois 1570,132.7,NA,NA,TRUE,MLrPNsPK,NA,3984.673136,9842.142646
3,1961,TRUE,22417,136,5SC,5,SE,3,TRUE,C,Illinois 1570,133.9,NA,NA,TRUE,MLbP,NA,4020.706352,9931.144689
3,1961,TRUE,22417,136,5SD,5,SE,3,TRUE,C,Illinois 1570,118.5,NA,NA,TRUE,MLbP,NA,3558.28008,8788.951798
3,1962,FALSE,22785,139,3NA,3,NW,1,TRUE,CC,Illinois 1570,34.9,NA,NA,FALSE,none,NA,1047.966032,2588.476099
3,1962,FALSE,22785,139,3NB,3,NW,1,TRUE,CC,Illinois 1570,123.8,NA,NA,TRUE,0LNsPK,NA,3717.426784,9182.044156
3,1962,FALSE,22785,139,3NC,3,NE,1,TRUE,CC,Illinois 1570,45.4,NA,NA,FALSE,none,NA,1363.256672,3367.24398
3,1962,FALSE,22785,139,3ND,3,NE,1,TRUE,CC,Illinois 1570,43.9,NA,NA,FALSE,none,NA,1318.215152,3255.991425
3,1962,FALSE,22785,139,3SA,3,SW,1,TRUE,CC,Illinois 1570,73.9,NA,NA,TRUE,MLrP,NA,2219.045552,5481.042513
3,1962,FALSE,22785,139,3SB,3,SW,1,TRUE,CC,Illinois 1570,131.5,NA,NA,TRUE,MLrPNsPK,NA,3948.63992,9753.140602
3,1962,FALSE,22785,139,3SC,3,SE,1,TRUE,CC,Illinois 1570,90.5,NA,NA,TRUE,MLbP,NA,2717.50504,6712.237449
3,1962,FALSE,22785,139,3SD,3,SE,1,TRUE,CC,Illinois 1570,70.8,NA,NA,TRUE,MLbP,NA,2125.959744,5251.120568
3,1962,FALSE,22747,101,4NA,4,NW,2,FALSE,O,Newton,22.1,NA,NA,FALSE,none,NA,663.611728,1639.120968
3,1962,FALSE,22747,101,4NB,4,NW,2,FALSE,O,Newton,58.1,NA,NA,TRUE,0LNsPK,NA,1744.608208,4309.182274
3,1962,FALSE,22747,101,4NC,4,NE,2,FALSE,O,Newton,23.9,NA,NA,FALSE,none,NA,717.661552,1772.624033
3,1962,FALSE,22747,101,4ND,4,NE,2,FALSE,O,Newton,NA,NA,NA,FALSE,none,NA,#VALUE!,#VALUE!
3,1962,FALSE,22747,101,4SA,4,SW,2,FALSE,O,Newton,59.8,NA,NA,TRUE,MLrP,NA,1795.655264,4435.268502
3,1962,FALSE,22747,101,4SB,4,SW,2,FALSE,O,Newton,76.2,NA,NA,TRUE,MLrPNsPK,NA,2288.109216,5651.629764
3,1962,FALSE,22747,101,4SC,4,SE,2,FALSE,O,Newton,68.8,NA,NA,TRUE,MLbP,NA,2065.904384,5102.783828
3,1962,FALSE,22747,101,4SD,4,SE,2,FALSE,O,Newton,NA,NA,NA,TRUE,MLbP,NA,#VALUE!,#VALUE!
3,1962,FALSE,22747,101,5NA,5,NW,3,FALSE,O,Newton,48.8,NA,NA,FALSE,none,NA,1465.350784,3619.416436
3,1962,FALSE,22747,101,5NB,5,NW,3,FALSE,O,Newton,78.4,NA,NA,TRUE,0LNsPK,NA,2354.170112,5814.800177
3,1962,FALSE,22747,101,5NC,5,NE,3,FALSE,O,Newton,50.5,NA,NA,FALSE,none,NA,1516.39784,3745.502665
3,1962,FALSE,22747,101,5ND,5,NE,3,FALSE,O,Newton,NA,NA,NA,FALSE,none,NA,#VALUE!,#VALUE!
3,1962,FALSE,22747,101,5SA,5,SW,3,FALSE,O,Newton,78.8,NA,NA,TRUE,MLrP,NA,2366.181184,5844.467524
3,1962,FALSE,22747,101,5SB,5,SW,3,FALSE,O,Newton,91.1,NA,NA,TRUE,MLrPNsPK,NA,2735.521648,6756.738471
3,1962,FALSE,22747,101,5SC,5,SE,3,FALSE,O,Newton,78.4,NA,NA,TRUE,MLbP,NA,2354.170112,5814.800177
3,1962,FALSE,22747,101,5SD,5,SE,3,FALSE,O,Newton,NA,NA,NA,TRUE,MLbP,NA,#VALUE!,#VALUE!
3,1963,FALSE,23141,130,3NA,3,NW,1,TRUE,CC,Illinois 1570,42.2,NA,NA,FALSE,none,NA,1267.168096,3129.905197
3,1963,FALSE,23141,130,3NB,3,NW,1,TRUE,CC,Illinois 1570,124.3,NA,NA,TRUE,0LNsPK,NA,3732.440624,9219.128341
3,1963,FALSE,23141,130,3NC,3,NE,1,TRUE,CC,Illinois 1570,51,NA,NA,FALSE,none,NA,1531.41168,3782.58685
3,1963,FALSE,23141,130,3ND,3,NE,1,TRUE,CC,Illinois 1570,57.3,NA,NA,FALSE,none,NA,1720.586064,4249.847578
3,1963,FALSE,23141,130,3SA,3,SW,1,TRUE,CC,Illinois 1570,82.2,NA,NA,TRUE,MLrP,NA,2468.275296,6096.639981
3,1963,FALSE,23141,130,3SB,3,SW,1,TRUE,CC,Illinois 1570,119.2,NA,NA,TRUE,MLrPNsPK,NA,3579.299456,8840.869656
3,1963,FALSE,23141,130,3SC,3,SE,1,TRUE,CC,Illinois 1570,89.3,NA,NA,TRUE,MLbP,NA,2681.471824,6623.235405
3,1963,FALSE,23141,130,3SD,3,SE,1,TRUE,CC,Illinois 1570,96.7,NA,NA,TRUE,MLbP,NA,2903.676656,7172.08134
3,1963,FALSE,23141,130,4NA,4,NW,2,TRUE,C,Illinois 1570,54.2,NA,NA,FALSE,none,NA,1627.500256,4019.925632
3,1963,FALSE,23141,130,4NB,4,NW,2,TRUE,C,Illinois 1570,137.3,NA,NA,TRUE,0LNsPK,NA,4122.800464,10183.31715
3,1963,FALSE,23141,130,4NC,4,NE,2,TRUE,C,Illinois 1570,47.9,NA,NA,FALSE,none,NA,1438.325872,3552.664904
3,1963,FALSE,23141,130,4ND,4,NE,2,TRUE,C,Illinois 1570,54.7,NA,NA,FALSE,none,NA,1642.514096,4057.009817
3,1963,FALSE,23141,130,4SA,4,SW,2,TRUE,C,Illinois 1570,122,NA,NA,TRUE,MLrP,NA,3663.37696,9048.541091
3,1963,FALSE,23141,130,4SB,4,SW,2,TRUE,C,Illinois 1570,134.6,NA,NA,TRUE,MLrPNsPK,NA,4041.725728,9983.062548
3,1963,FALSE,23141,130,4SC,4,SE,2,TRUE,C,Illinois 1570,129,NA,NA,TRUE,MLbP,NA,3873.57072,9567.719678
3,1963,FALSE,23141,130,4SD,4,SE,2,TRUE,C,Illinois 1570,118.1,NA,NA,TRUE,MLbP,NA,3546.269008,8759.28445
3,1963,FALSE,NA,NA,5NA,5,NW,3,FALSE,A,Du Prits,NA,NA,NA,FALSE,none,NA,#VALUE!,#VALUE!
3,1963,FALSE,NA,NA,5NB,5,NW,3,FALSE,A,Du Prits,NA,NA,NA,TRUE,0LNsPK,NA,#VALUE!,#VALUE!
3,1963,FALSE,NA,NA,5NC,5,NE,3,FALSE,A,Du Prits,NA,NA,NA,FALSE,none,NA,#VALUE!,#VALUE!
3,1963,FALSE,NA,NA,5ND,5,NE,3,FALSE,A,Du Prits,NA,NA,NA,FALSE,none,NA,#VALUE!,#VALUE!
3,1963,FALSE,NA,NA,5SA,5,SW,3,FALSE,A,Du Prits,5.25,NA,NA,TRUE,MLrP,NA,157.64532,389.3839404
3,1963,FALSE,NA,NA,5SB,5,SW,3,FALSE,A,Du Prits,5.14,NA,NA,TRUE,MLrPNsPK,NA,154.3422752,381.2254197
3,1963,FALSE,NA,NA,5SC,5,SE,3,FALSE,A,Du Prits,5.09,NA,NA,TRUE,MLbP,NA,152.8408912,377.5170013
3,1963,FALSE,NA,NA,5SD,5,SE,3,FALSE,A,Du Prits,NA,NA,NA,TRUE,MLbP,NA,#VALUE!,#VALUE!
3,1964,FALSE,23505,128,3NA,3,NW,1,TRUE,CC,P.A.G. SX29,38.4,NA,NA,FALSE,none,NA,1153.062912,2848.065393
3,1964,FALSE,23505,128,3NB,3,NW,1,TRUE,CC,P.A.G. SX29,109.5,NA,NA,TRUE,0LNsPK,NA,3288.03096,8121.436471
3,1964,FALSE,23505,128,3NC,3,NE,1,TRUE,CC,P.A.G. SX29,51.7,NA,NA,FALSE,none,NA,1552.431056,3834.504708
3,1964,FALSE,23505,128,3ND,3,NE,1,TRUE,CC,P.A.G. SX29,50.2,NA,NA,FALSE,none,NA,1507.389536,3723.252154
